"name","unp","instrument_uuid","ticker","share_kind"
"ОАО ""ПМК-82 Водстрой""","700081708","65158793","T1903-S0001","common"
"ОАО ""ПМК- 86 ""Водстрой""","700099818","38c8962a","T1923-S0001","common"
"ОАО ""ПМК - 87 Водстрой""","700101803","a1bd6c29","T1927-S0001","common"
"ОАО ""ПМК 88"", Вилейский район","600010728","a1770aa8","T1616-S0001","common"
"ОАО ""ПМК-88 Водстрой""","790167086","2f81d5c1","T1973-S0001","common"
"ОАО ""ПМК-92 Водстрой""","790167178","6cd8b8a6","T1981-S0001","common"
"ОАО ""ПМК-95 ""Водстрой""","700029090","ff4357fb","T1856-S0001","common"
"ОАО ""ПМК-97 Водстрой""","700109064","8e438cd8","T1935-S0001","common"
"ОАО ""ПМК №143"" г. Волковыск","500029269","b9455497","T1481-S0001","common"
"ОАО ""Победа""","200100116","c16b0227","T5945-S0001","common"
"ОАО ""Погостский""","600036189","2ffb74f2","T3552-S0001","common"
"ОАО ""Подлесье-2003""","600043352","3a1428fe","T3387-S0001","common"
"ОАО ""Покровский""","200227786","370f12cb","T5344-S0001","common"
"ОАО ""Полеспечать""","400062502","31065a60","T1336-S0001","common"
"ОАО ""Полесские журавины""","200497792","dfc37f80","T3035-S0001","common"
"ОАО ""Полесье""","200286262","e17e3751","T0201-S0004","common"
"ОАО ""Полесье""","490315231","12cbd72d","T5398","common"
"ОАО ""Полесьегипроводхоз""","200286617","58218146","T3305-S0001","common"
"ОАО ""Полесьежилстрой""","200050191","34d27cf8","T0923-S0001","common"
"ОАО ""Полесьестрой""","400083079","389974eb","T3186-S0001","common"
"ОАО ""Полесьетехинформатика""","200287363","c50704b4","T0319-S0001","common"
"ОАО ""ПОЛИГРАФКОМБИНАТ ИМ.Я.КОЛАСА""","100299680","88e1d4e7","T0760-S0001","common"
"ОАО ""Полимер""","200194120","fb5c6e69","T1017-S0001","common"
"ОАО ""Положевичи""","600028812","64ebbc5c","T3439-S0001","common"
"ОАО ""Полоцкбыт""","390095616","81d6e288","T1240-S0001","common"
"ОАО ""Полоцкий КХП""","300075004","1f0617a4","T0320-S0005","common"
"ОАО ""ПолоцкСтройМатериалы""","300058913","159bb71c","T4733-S0001","common"
"ОАО ""Полоцк-торг""","300058650","591dd3f8","T4756-S0001","common"
"ОАО ""Полыковичи""","700020621","943b1bb6","T5722-S0001","common"
"ОАО ""Поставский молочный завод""","300567362","128956a1","T1236-S0004","common"
"ОАО ""Поставымебель""","300077778","853c7b4c","T1201-S0001","common"
"ОАО ""Потсдам"" г. Лида","500277983","a9f73c69","T4177-S0001","common"
"ОАО ""ПОЭЗ""","600043074","eae5ef60","T1693-S0001","common"
"ОАО ""Правда-С""","300067628","10f621c6","T3521-S0001","common"
"ОАО ""Правда-С""","300067628","cf9171b2","T3521-S0002P","preferred"
"ОАО ""Прайм Парк""","500045892","f003e52e","T1531-S0003","common"
"ОАО ""Прайм Парк""","500045892","b4d2e232","T1531-S0005P","preferred"
"ОАО ""Прайм Парк""","500045892","50c272eb","T1531-S0006P","preferred"
"ОАО ""Према""","700204693","01a3cba4","T1953-S0001","common"
"ОАО ""Премьерлизинг""","101499224","9159edab","T2992-S0001","common"
"ОАО ""Преснаки""","600018412","5855310e","T3416-S0001","common"
"ОАО ""Привольный агро""","700023738","958d1c89","T5358-S0001","common"
"ОАО ""Приднепровье""","400315195","84ffe6d0","T1411-S0001","common"
"ОАО ""Приозерный мир""","300034968","14efdde4","T4371-S0001","common"
"ОАО ""ПРОГРЕСС""","100346859","a88b9ca3","T0764-S0008","common"
"ОАО ""Прогресс 2010""","600018440","300a2914","T3407-S0001","common"
"ОАО ""Продтовары""","200019837","45dd556e","T2274-S0001","common"
"ОАО ""Проземле-Агро""","300016158","63b7b5ca","T3344-S0001","common"
"ОАО ""ПРОМАГРОЛИЗИНГ""","690034197","5c7f18aa","T1794-S0001","common"
"ОАО ""Промресурс-инвест""","391485215","422fbbb7","T4230-S0001","common"
"ОАО ""ПРОМСВЯЗЬ""","100299757","61fba3c8","T6109-S0001","common"
"ОАО ""Промстройсистема""","100035576","98d8138c","T3998-S0001","common"
"ОАО ""ПРОМТЕХМОНТАЖ""","100185330","dfc38de2","T0731-S0003","common"
"ОАО ""Проскурнянский""","490664547","b661c917","T4779-S0001","common"
"ОАО ""Профитагро-БЕЛ""","600028840","83cd5c0f","T3454-S0001","common"
"ОАО ""Прудинки""","300062468","218aa331","T3357-S0001","common"
"ОАО ""Прудокское""","490175231","166ab201","T4375-S0001","common"
"ОАО ""Пружанский консервный завод""","200025979","e7bcfeb6","T0878-S0004","common"
"ОАО ""Пружанский райагросервис""","200026868","59b3bd1c","T2278-S0005","common"
"ОАО ""Пружанское""","200502164","36c6599e","T1076-S0001","common"
"ОАО ""ПСВ""","300059047","8e535b65","T1168-S0001","common"
"ОАО ""Птицефабрика Велятичи""","600034160","4bd0a723","T2636-S0001","common"
"ОАО ""Птицефабрика Городок""","390374176","1a42e760","T3440-S0001","common"
"ОАО Птицефабрика ""Рассвет""","400047993","5e88a694","T1314-S0001","common"
"ОАО ""Путь новый""","200058085","10ccb916","T5931-S0001","common"
"ОАО ""Пуховичинефтепродукт""","600125012","8b115ca2","T1755-S0001","common"
"ОАО ""Пуховичский комбинат хлебопродуктов""","600124787","2d8c909d","T0175-S0001","common"
"ОАО ""Пуховичское агропромэнерго""","600116193","ba3cd557","T1741-S0001","common"
"ОАО ""ПЭМ""","200295122","6a64bd39","T0316-S0003","common"
"ОАО ""Радиотехника""","500227068","5b39c1d1","T0326-S0001","common"
"ОАО ""Радостовский""","200098529","18ce7f37","T5950-S0001","common"
"ОАО ""Рассвет им.К.П.Орловского""","700016020","b8e83b15","T4059-S0001","common"
"ОАО ""РЕЗИНОТЕХНИКА""","600101927","0b3f2968","T1730-S0001","common"
"ОАО ""Рембыттехника""","400093609","e28c38eb","T1397-S0001","common"
"ОАО ""РЕМЖИЛСТРОЙ""","100044821","563fb403","T0652-S0001","common"
"ОАО ""РЕМИЗ""","600039361","68e51543","T0327-S0001","common"
"ОАО ""Ремонтник Плюс""","400092337","d5eb4705","T1393-S0001","common"
"ОАО ""Ремспецстрой""","400089370","676173c6","T0328-S0001","common"
"ОАО ""РЕСТОРАН ""АРБАТ""","100217152","25811757","T0737-S0001","common"
"ОАО ""РЕСТОРАН ""БЕЛАРУС""","100055804","6e4a7c63","T0663-S0001","common"
"ОАО ""Речень""","600020773","ef33ea11","T3398-S0001","common"
"ОАО ""Речицаагротехсервис""","490313849","548f61d1","T1425-S0001","common"
"ОАО ""Речицадрев""","400025915","0f492f1d","T0329-S0007","common"
"ОАО ""Речицкий КХП""","400145266","9e6d5cca","T1400-S0001","common"
"ОАО ""Речицкий межрайавтотранспорт""","400227087","78a1c6c2","T1406-S0001","common"
"ОАО ""Речицкий текстиль""","400016802","8dd96e17","T1276-S0001","common"
"ОАО ""Решающий""","600071738","528c53ff","T3388-S0001","common"
"ОАО ""РМЗ""","400024166","53602bb6","T4013-S0001","common"
"ОАО ""Рованичи""","600004257","1c4e1759","T3557-S0001","common"
"ОАО ""Ровбицкое""","200254606","6af56e98","T1048-S0001","common"
"ОАО""Рогачевгазстрой""","400173376","bcfd90a0","T1402-S0003","common"
"ОАО ""Рогачевский агросервис""","400010289","eac260fe","T2310-S0001","common"
"ОАО ""Рогачевский МКК""","400046241","2bbf73c3","T0368-S0001","common"
"ОАО ""Рогачевстрой""","400173389","82821209","T1403-S0001","common"
"ОАО ""Рогозницкий крахмальный завод""","500196148","f57bede7","T1583-S0001","common"
"ОАО ""Родина""","200026602","a59612ef","T0886-S0001","common"
"ОАО ""Родина""","400054942","4d138dc2","T4004-S0001","common"
"ОАО ""Родина Якуба Коласа""","600014509","12b75784","T3603-S0001","common"
"ОАО ""Роднянский""","700102838","a4b18aeb","T4879-S0001","common"
"ОАО ""РСУ ""МЯСОМОЛОКО"" г. Слуцк","600154328","e125e497","T1769-S0001","common"
"ОАО ""Рубежевичи""","600022457","f194eefb","T3574-S0001","common"
"ОАО ""Рубежница""","300004750","cc4cb5cf","T3419-S0001","common"
"ОАО ""Рубин""","590334633","635fff6d","T4000-S0001","common"
"ОАО ""РУДЕНСК""","600124825","1103211b","T1752-S0003","common"
"ОАО ""Рудея Гранд""","700024747","b5d067d5","T5508-S0001","common"
"ОАО ""Ружаны-Агро""","200026046","ed362934","T0880-S0004","common"
"ОАО ""Рыбокомбинат ""Любань""","600017046","dc96673a","T1642-S0001","common"
"ОАО ""РЫБХОЗ ""ВОЛМА""","600204179","d55ab053","T1776-S0001","common"
"ОАО ""Рыбхоз ""Грицево""","600213529","fa6644f3","T1781-S0001","common"
"ОАО ""Рыбхоз Красная Слобода""","600033322","52251efc","T1679-S0001","common"
"ОАО ""Рыбхоз ""Полесье""","200111247","3f51564e","T0961-S0001","common"
"ОАО ""Рыбхоз ""Свислочь""","790083290","18ccf9a2","T1969-S0001","common"
"ОАО ""Рыбхоз Солы""","500063056","6ecf6798","RSOLY-S0002","common"
"ОАО ""Рыбхоз ""Тремля""","400065422","94005e65","T1343-S0001","common"
"ОАО ""Савушкина пуща""","200193392","82a173e7","T1013-S0001","common"
"ОАО ""Савушкин продукт""","200030514","8f0a39de","SavPr-S0003","common"
"ОАО ""САЛЕО-Гомель""","400051624","2e832fdc","T4777-S0001","common"
"ОАО ""САЛЕО-Кобрин""","200093330","7d5ae0d2","T0941-S0001","common"
"ОАО ""Санаторий ""Озёрный""","590833407","e24dc2a8","T2342-S0001","common"
"ОАО ""Сантехэлектромонтаж""","400052115","baa70c38","T2314-S0001","common"
"ОАО ""Сахарторг""","400078372","c0ea9937","T1371-S0004","common"
"ОАО ""Сбер Банк""","100219673","f627d0f5","SberB-S0009","common"
"ОАО ""Сбер Банк""","100219673","8e140d27","SberB-S0010P","preferred"
"ОАО ""Свiтанак"" г. Жодино","600038919","a9bf1872","T0335-S0001","common"
"ОАО ""Сватки""","600061141","bc495e2e","T3469-S0001","common"
"ОАО ""Светлогорский завод ЖБИиК""","400005115","8c5e255a","T1255-S0001","common"
"ОАО ""Светлогорский ЦКК""","400004877","09437cc1","T0334-S0001","common"
"ОАО ""Светлогорский энергосервис""","400020926","edf52030","T4640-S0001","common"
"ОАО ""СветлогорскХимволокно""","400031289","84f6fbfe","T4012-S0001","common"
"ОАО ""Свинокомплекс Негновичи""","691921149","f3acf623","T5741-S0001","common"
"ОАО ""Свирь-агро""","600057773","06cd358c","T3453-S0001","common"
"ОАО ""Свислочьремстрой""","500002429","838358db","T1435-S0001","common"
"ОАО ""Святая Воля""","200099221","ed4de209","T5939-S0001","common"
"ОАО ""СГЦ ""Заречье""","400010051","cf44b923","T4008-S0001","common"
"ОАО ""Сейловичи""","600032183","08db431c","T3649-S0001","common"
"ОАО ""Сейсмотехника""","400079509","2b5c4b5a","T1374-S0001","common"
"ОАО ""Селевцы""","690019777","f7bc8406","T3389-S0001","common"
"ОАО ""Селекционно-гибридный центр ""Вихра""","700021352","b762eb24","T4571-S0001","common"
"ОАО ""Селекционно-гибридный центр ""Западный""","200034946","f9d6583a","T4721-S0001","common"
"ОАО ""Сельцы""","300021451","e47beeb1","T3359-S0001","common"
"ОАО ""Семежево""","600018573","98804867","T3470-S0001","common"
"ОАО ""Серталит""","101297989","33c20684","T4148-S0001","common"
"ОАО ""СИГМА""","100061959","0cb9f25b","T0672-S0001","common"
"ОАО ""Скабин""","600018481","cf4fe8c3","T3430-S0001","common"
"ОАО ""Скарблизинг""","101254331","983106b1","T0812-S0001","common"
"ОАО ""СКБЗ ""Альбертин""","500040691","5976b4d6","T0180-S0001","common"
"ОАО ""Сковшин""","600072165","4cd8ca32","T3360-S0001","common"
"ОАО ""Славное""","300011595","a7c856a3","T3466-S0001","common"
"ОАО ""Славянка""","700060126","3576f3d6","T1881-S0001","common"
"ОАО ""Слободка-агро""","391021988","8d1441b8","T3247-S0001","common"
"ОАО ""Слониммебель""","500523227","d0af44be","Slmeb-S0005","common"
"ОАО ""Слонимская КПФ""","500041182","85bd4590","T1519-S0005","common"
"ОАО ""Слонимский агросервис""","500057736","648f793e","T1564-S0003","common"
"ОАО ""Слонимский мясокомбинат""","500041325","2d8403f8","T1522-S0001","common"
"ОАО ""Слуцкая мебельная фабрика""","600155393","b8d91915","T0336-S0003","common"
"ОАО ""Слуцкая фабрика пошива одежды""","600154407","793a4216","T1771-S0001","common"
"ОАО ""Слуцкий мясокомбинат""","600119108","547295fe","T1744-S0005","common"
"ОАО ""Слуцкий сахарорафинадный комбинат""","600075003","e816a443","T2363-S0001","common"
"ОАО ""Слуцкий сыродельный комбинат""","600119098","1ecbd739","T1743-S0007","common"
"ОАО ""СЛУЦКПРОМБУРВОД""","600043776","793a2584","T0338-S0001","common"
"ОАО ""СММ""","200250986","9788023a","T1045-S0001","common"
"ОАО ""Смолевичи Бройлер""","600046788","829f15f6","T2634-S0001","common"
"ОАО ""Смолевичский завод железобетонных изделий""","600024023","73950ef0","SZZHI-S0003","common"
"ОАО ""Смолевичский РКБО""","600024036","59f4ec17","T3504-S0001","common"
"ОАО ""Сморгонский агрегатный завод""","500232200","f04d2cfb","T5077-S0001","common"
"ОАО ""Сморгоньагросервис""","500063122","7fdb0cf1","T2339-S0001","common"
"ОАО ""СМТ № 19""","500021255","e7756fef","T1466-S0001","common"
"ОАО ""СМТ №27""","400179374","ce9f7fe7","T1404-S0001","common"
"ОАО ""СМТ №41"" г.Сморгонь","500053294","e1c23f65","T1547-S0004","common"
"ОАО ""Снитово-Агро""","200075355","48d73af7","T5949-S0001","common"
"ОАО ""Совтехэкспорт""","191310889","e299f2ed","T2967-S0001","common"
"ОАО ""Совхоз Киселевичи""","700044582","916683b5","T3476-S0001","common"
"ОАО ""Совхоз-комбинат ""Сож""","400047406","1cf5501b","T1311-S0001","common"
"ОАО ""Соколовщина""","300061645","5dc46f26","T3361-S0001","common"
"ОАО ""Солигорская автобаза""","600072668","06bec679","T5720-S0001","common"
"ОАО ""Солигорскводстрой""","600028496","fbdab96f","T2350-S0004","common"
"ОАО ""Солигорский ДСК""","600024738","6e8eb3e3","T0203-S0001","common"
"ОАО ""Солигорскпроект""","600024618","7db3b1f5","T4398-S0001","common"
"ОАО ""Солигорскторг""","600122715","c4460650","T3175-S0001","common"
"ОАО ""СОЮЗПИЩЕПРОМ""","100053656","163c1a22","T0655-S0006","common"
"ОАО ""Союзпроммонтаж""","500036552","f74aefdb","T2330-S0001","common"
"ОАО ""Союзпромтехмонтаж""","500065763","6e237258","T1568-S0001","common"
"ОАО ""Спадчына""","500444007","a03e93e2","T3982-S0001","common"
"ОАО ""Спецавтоматика""","200032134","03161249","T0899-S0001","common"
"ОАО ""СПЕЦМОНТАЖАВТОМАТИКА""","100010024","a9c0d0a3","T0623-S0001","common"
"ОАО ""СПЕЦМОНТАЖСТРОЙ""","100036332","d56a8098","T0648-S0001","common"
"ОАО ""Спецмонтажстрой-179""","700012410","ac8c8263","T0341-S0001","common"
"ОАО ""Спецмонтажстрой №180""","400083926","a2dfdef2","T1381-S0001","common"
"ОАО ""Спецпромавтоматика""","400063511","0bec55ee","T1340-S0001","common"
"ОАО ""Спецстроймеханизация"" г.Молодечно","600222312","ff8b910f","T1782-S0001","common"
"ОАО ""СПМК-27 г.Полоцк""","300058635","a76181d3","T1165-S0001","common"
"ОАО ""СПМК-28""","200181954","00a3da0f","T1000-S0001","common"
"ОАО ""СПМК-4"" г. Гродно","500055269","b90a2f1e","T1552-S0001","common"
"ОАО ""СПМК-68 г.Гродно""","500043223","2f124179","T1527-S0001","common"
"ОАО ""СПМК-81""","100120062","50d9dc10","T2397-S0001","common"
"ОАО ""Спорово""","200022079","fad5966d","T4391-S0001","common"
"ОАО ""СП-Строй""","400051637","7262047b","T4683-S0001","common"
"ОАО ""СРСУ-3 г.Новополоцк""","300041705","a17fcca5","T0331-S0001","common"
"ОАО ""Ставокское""","200112136","fb3fd714","T5916-S0001","common"
"ОАО ""СтанкоГомель""","400085002","65e8a9e9","T3098-S0001","common"
"ОАО Станкозавод ""Красный борец""","300053207","2a597a95","T3151-S0001","common"
"ОАО ""СТАНКОСТРОИТЕЛЬНЫЙ ЗАВОД им. С.М. КИРОВА""","100071274","cda92150","T3739-S0001","common"
"ОАО ""СТАРАЯ ФАБРИКА""","100640022","720084bf","T0255-S0001","common"
"ОАО ""Старобинский""","600071171","f89f1678","T3274-S0001","common"
"ОАО ""Стародорожский райагросервис""","600026692","55298938","T1668-S0005","common"
"ОАО ""Стародорожское""","600028838","81a8822e","T3442-S0001","common"
"ОАО ""Старый Универмаг""","400214178","069b5ec7","T1405-S0003","common"
"ОАО ""СтатусБанк""","807000043","38ae9751","T1997-S0004","common"
"ОАО ""Стешицы""","600011007","510a94c7","T3541-S0001","common"
"ОАО ""СТО № 2 г.Гродно""","500013894","d9236b0b","T1450-S0001","common"
"ОАО ""Столбунский""","490771106","7e00348a","T5041-S0001","common"
"ОАО ""Столбцовская ПМК""","600027420","c6a38930","T3382-S0001","common"
"ОАО ""Столбцовский кирпичный завод""","600047225","26802709","T2356-S0001","common"
"ОАО ""Столбцовский райагросервис""","600022181","b81dcebc","T1657-S0005","common"
"ОАО ""Столичный проспект""","290984478","b5f85405","T2677-S0001","common"
"ОАО ""Строитель""","500260683","cfbab791","T1589-S0001","common"
"ОАО ""Строительный трест № 14""","400078622","287fd42c","T3195-S0001","common"
"ОАО ""Строительный трест № 21""","600126616","f293fc28","T1758-S0004","common"
"ОАО ""Строительный трест № 8""","200002603","df53b0b5","T0847-S0003","common"
"ОАО ""Строительный трест № 9, г.Витебск""","300029266","125415d5","T1133-S0001","common"
"ОАО ""Стройвектор"" г.Лида","500052178","20afbe27","T1545-S0001","common"
"ОАО ""Стройдетали""","600246748","a8c3572a","T1783-S0001","common"
"ОАО ""СТРОЙКОМПЛЕКС""","100289293","470a27ff","T0343-S0001","common"
"ОАО ""СТРОЙМАШ""","100104712","a0723f74","T0707-S0001","common"
"ОАО ""СТРОЙМЕХСЕРВИС""","600038990","06de2b98","T2352-S0001","common"
"ОАО ""Стройсервис-Молодечно""","600077139","5a59ccbf","T1719-S0001","common"
"ОАО ""СТРОЙТРЕСТ N1""","100288960","556a81c5","T0753-S0001","common"
"ОАО ""Стройтрест N7""","100512859","147d1a8a","T2256-S0001","common"
"ОАО ""Стройтрест №2""","200182552","c23c4b15","T1001-S0001","common"
"ОАО ""Стройтрест № 20""","400005263","cdf16ea0","T1256-S0001","common"
"ОАО ""Стройтрест №25""","200168373","a32291b8","T0990-S0001","common"
"ОАО ""СТРОЙТРЕСТ №35""","100289278","edc66220","T0754-S0001","common"
"ОАО ""Стройтрест № 3 Ордена Октябрьской революции""","600122771","c0ad6109","T0340-S0001","common"
"ОАО ""СТРОЙТРЕСТ № 4""","100055368","328750bb","T0661-S0001","common"
"ОАО ""Студенка""","300026558","19ebb440","T3383-S0001","common"
"ОАО ""СУ-153"" г.Борисов","600135785","9d3eb1e8","T1761-S0001","common"
"ОАО ""СУМ-96""","100098987","ea9cd54a","T0701-S0001","common"
"ОАО ""Табаквинторг""","400078357","1254575c","T1370-S0005","common"
"ОАО ""ТАиМ""","700067480","00684c29","T1889-S0001","common"
"ОАО ""Татьяна""","400068248","8ef1615e","T1346-S0001","common"
"ОАО ""ТБЗ Неман""","600014723","be8a7a0a","T3121-S0001","common"
"ОАО ""ТД ""Речицкий""","400054000","83e8ef80","T1326-S0005","common"
"ОАО ""Телеханский завод столярных изделий""","200099487","d7945ae0","T0953-S0001","common"
"ОАО ""Телеханы-агро""","200099206","ef9d5a3a","T5734-S0001","common"
"ОАО ""Теплоэнергетик, г.Витебск""","300002270","d9014eef","T1096-S0001","common"
"ОАО ""Технобанк""","100706562","d1150d3b","TB_BY-S0005","common"
"ОАО ""Технобанк""","100706562","45921b8d","TB_BY-S0006P","preferred"
"ОАО ""Техобслуживание 17 км""","690652637","956f0b79","T2402-S0001","common"
"ОАО ""Техсервис-Долгое""","600033256","bbdd0f87","T1678-S0001","common"
"ОАО ""ТехЭнергоМонтаж""","600035736","2018a066","T1685-S0001","common"
"ОАО ""Тимирязевский""","600018425","40ff3f21","T3506-S0001","common"
"ОАО ""Типография ""Победа""","600074908","5c63200a","T4407-S0001","common"
"ОАО ""Тираспольская ПМК""","300125146","a9cc8b69","T1211-S0001","common"
"ОАО ""Тираспольский агротехсервис""","300064100","cc054b42","T1178-S0001","common"
"ОАО ""Тишовка""","790218114","7952577d","T3287-S0001","common"
"ОАО ""ТОЛЛ""","193468503","2ac8c01f","T8765-S0001","common"
"ОАО ""Толочинский райагросервис""","300028905","2c1de3a0","T1128-S0004","common"
"ОАО ""Торгмаш""","200166490","0ed4a9f5","MIM-S0001","common"
"ОАО ""Торговля""","700054224","8ccd9e72","T1877-S0001","common"
"ОАО ""Торговое предприятие ""Надзея""","200094074","dc4a6361","T0946-S0001","common"
"ОАО ""Торгово-логистический центр ""Озерцо-логистик""","600052730","fa52f8e7","T2360-S0001","common"
"ОАО ""Торгово-производственная фирма ""Лида""","500016574","b1d58c1b","T1460-S0001","common"
"ОАО ""Торгово-сервисный центр""","590062591","d4ecaf06","T1599-S0001","common"
"ОАО ""Торговый дом ""Витебск""","691811167","adc811bf","T5617-S0001","common"
"ОАО ""Торговый дом ""Сож""","400093119","b586e8a2","T3836-S0001","common"
"ОАО ""Торговый дом Универсал-Маркет""","200020288","c74c5c86","T2276-S0001","common"
"ОАО ""Торговый центр""","400004545","c4fa380f","T1254-S0005","common"
"ОАО ""ТОРГОДЕЖДА""","100289398","e4f98089","T0755-S0001","common"
"ОАО ""ТОРГСЕРВИС"", г. Борисов","600135295","34912846","T1760-S0001","common"
"ОАО ""ТОРГТЕХНИКА""","101186030","095c84e9","T4770-S0001","common"
"ОАО ""Торгуны""","300014290","3faf2e28","T3276-S0001","common"
"ОАО ""Торфопредприятие Днепровское""","700083371","bd207d43","T3088-S0001","common"
"ОАО ""ТПК ""Ракан""","600154144","de67645b","T1766-S0001","common"
"ОАО ""ТРАНСТЭКС""","100211404","01455298","T0736-S0001","common"
"ОАО ""Трест № 15 ""Спецстрой""","100139750","5ca1e225","TR-15-S0002","common"
"ОАО ""Трест № 16, г.Новополоцк""","300041468","8fe161af","T0182-S0001","common"
"ОАО ""Трест № 40""","400076022","f042a842","T1364-S0001","common"
"ОАО ""Трест Белпромналадка""","100039819","ff84bd03","T-BPN","common"
"ОАО ""ТРЕСТ БЕЛСАНТЕХМОНТАЖ №1""","100039862","bd0c1310","T0347-S0001","common"
"ОАО ""Трест Шахтоспецстрой""","600122529","01fdcb21","T1745-S0001","common"
"ОАО ""ТРИКОТАЖТОРГ""","100185103","c35b8210","T0728-S0001","common"
"ОАО ""Трилесино-агро""","700085877","1efa3c08","T4084-S0001","common"
"ОАО ""ТРК ""Телевид""","400026036","c5f71d7c","T3140-S0001","common"
"ОАО ""Труд""","500045744","0c3b72b4","T1530-S0001","common"
"ОАО ""Труд-Витебск""","390183553","69ce3cdf","T2306-S0001","common"
"ОАО ""Туристический комплекс ""Брест-Интурист""","200019786","4a6aeb3d","T0860-S0001","common"
"ОАО ""Турково""","300070717","02a785e3","T3200-S0001","common"
"ОАО ""Туровский молочный комбинат""","490871155","85cd8d7c","TurMK-S0001","common"
"ОАО ""Туровщина""","490526759","1ef526cc","T2872-S0001","common"
"ОАО ""ТЦ ""Альтенбург""","500389437","0b7c96e3","T1592-S0001","common"
"ОАО ""Тышковичи-Агро""","200076180","b5ea7ad6","T4409-S0001","common"
"ОАО ""Узмёнский край""","300070758","370cb86b","T3199-S0001","common"
"ОАО ""УКХ ""БКМ""","100205408","ccc0147d","T3685-S0001","common"
"ОАО ""Ульяновичи""","300026560","ffff53a0","T3385-S0001","common"
"ОАО ""УльяновскоеАгро""","700024895","e1a2d3d4","T5089-S0001","common"
"ОАО ""УМ N79""","100090613","62fa6c7e","T0693-S0001","common"
"ОАО ""Универмаг ""Гомель""","400091489","d20be026","T1392-S0001","common"
"ОАО ""Универмаг ""Кобрин""","200500677","b52d99bb","T1075-S0001","common"
"ОАО ""Универмаг Октябрьский""","700010288","d0238089","T1818-S0001","common"
"ОАО ""Универмаг ""Центральный""","700002659","957f5abb","tsumM-S0001","common"
"ОАО ""Универсалремстрой""","600013408","41e8bb65","T1634-S0001","common"
"ОАО ""Универсалторг"" г.Новолукомля","390216011","2fc5403d","T1243-S0001","common"
"ОАО ""Универсам Пинск""","200181939","f6755ff4","T0998-S0001","common"
"ОАО ""УНИВЕРСАМ РИГА""","100299678","dc7ef76f","T0759-S0005","common"
"ОАО ""УНИВЕРСАМ ""ТРАКТОРОЗАВОДСКОЙ""","100017044","e601c717","T2238-S0001","common"
"ОАО ""Универсам ""Юбилейный""","400024748","28fa4cc8","T1290-S0004","common"
"ОАО ""УНР КЭУ""","100363960","825c5fa4","T0769-S0001","common"
"ОАО ""УПРАВЛЕНИЕ МЕХАНИЗАЦИИ N12""","100006551","37be8d92","T0611-S0001","common"
"ОАО ""УПРАВЛЕНИЕ МЕХАНИЗАЦИИ N91""","100055130","3831a014","T0658-S0001","common"
"ОАО ""Управляющая компания холдинга ""Белавтодор""","192008095","8e8a5f70","RCCBy-S0001","common"
"ОАО ""Управляющая компания холдинга ""Белорусские обои""","100063724","313a3c77","T0220-S0001","common"
"ОАО ""Управляющая компания холдинга ""Бобруйскагромаш""","700067572","2c223fd0","T1890-S0001","common"
"ОАО ""Управляющая компания холдинга ""Гомельская мясо-молочная компания""","490653138","0dbe7b2a","T2986-S0001","common"
"ОАО ""Управляющая компания холдинга ""Лидсельмаш""","500021638","a0581946","T1470-S0003","common"
"ОАО ""Управляющая компания холдинга ""Могилёвводстрой""","700189880","a8aaf11a","T1952-S0001","common"
"ОАО ""УПТК - Заславль""","600012840","7c9bfe7e","T1626-S0001","common"
"ОАО ""Уречский""","600020760","2a5b9b00","T3399-S0001","common"
"ОАО ""Уша""","600036505","f6643c9f","T3543-S0001","common"
"ОАО ""Фабрика Блауз""","600136873","4566c1c8","T1763-S0003","common"
"ОАО ""Фабрика индпошива и ремонта одежды""","700015172","550f4238","T1832-S0001","common"
"ОАО ""ФАБЭКС""","190007967","71a37b72","T0818-S0001","common"
"ОАО ""ФанДОК""","700060473","c94718e9","T1883-S0001","common"
"ОАО ""Фанипольский РМЗ""","600104847","c862f551","T1734-S0001","common"
"ОАО ""Фирма ""Элма""","200295587","d923a018","T2289-S0004","common"
"ОАО ""Фокус""","700010512","2d1390d7","T2371-S0001","common"
"ОАО ""Форелевое хозяйство ""Лохва""","790899876","402b204b","T6257-S0001","common"
"ОАО ""Хальч""","400053193","c4bdbe76","T2550-S0001","common"
"ОАО ""Хатьковцы""","500029654","8b19cca5","T3443-S0001","common"
"ОАО ""Химчистка и стирка белья""","700033806","d03e33aa","T3074-S0001","common"
"ОАО ""ХМЕЛЕВО""","200216058","4ddabbf3","T5900-S0001","common"
"ОАО ""Хойникский завод гидроаппаратуры""","400056483","e8a98bef","T4763-S0001","common"
"ОАО ""Хорошее""","600223439","33f17dc8","T3569-S0001","common"
"ОАО ""ХОРОШЕЕ НАСТРОЕНИЕ""","100097687","e23614bf","T0699-S0001","common"
"ОАО ""Хотилы-Агро""","300085777","a65ab78b","T3307-S0001","common"
"ОАО ""Хотимский льнозавод""","700024111","ab62f33d","T1845-S0001","common"
"ОАО ""ЦАУК""","100035920","d36a07f9","T0647-S0004","common"
"ОАО ""Центр банковских технологий""","101349508","5a34e878","T6272-S0001","common"
"ОАО ""Центр бытовых услуг""","390467630","4e7f9cf8","T1249-S0001","common"
"ОАО ""Центр медицинской косметологии""","700010446","efadc155","T3943-S0001","common"
"ОАО ""ЦЕНТР МОДЫ""","100649747","685e5c6b","T0162-S0001","common"
